code,year,value,inicator
KAZ,1980,3.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1981,3.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1982,3.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1983,3.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1984,3.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1985,3.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1986,3.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1987,3.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1988,3.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1989,3.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1990,3.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1991,3.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1992,3.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1993,3.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1994,3.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1995,2.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1996,2.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1997,2.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1998,2.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,1999,2.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2000,2.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2001,2.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2002,2.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2003,2.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2004,2.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2005,2.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2006,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2007,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2008,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2009,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2010,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2011,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2012,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2013,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2014,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2015,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2016,2.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KAZ,2019,9812.53,SPP_GDPPC: GDP per capita (current US$)
KEN,1970,150.48,CME_MRY0T4: Under-five mortality rate
KEN,1971,147.03,CME_MRY0T4: Under-five mortality rate
KEN,1972,143.32,CME_MRY0T4: Under-five mortality rate
KEN,1973,139.50,CME_MRY0T4: Under-five mortality rate
KEN,1974,135.55,CME_MRY0T4: Under-five mortality rate
KEN,1975,131.39,CME_MRY0T4: Under-five mortality rate
KEN,1976,127.09,CME_MRY0T4: Under-five mortality rate
KEN,1977,122.79,CME_MRY0T4: Under-five mortality rate
KEN,1978,118.53,CME_MRY0T4: Under-five mortality rate
KEN,1979,114.42,CME_MRY0T4: Under-five mortality rate
KEN,1980,110.68,CME_MRY0T4: Under-five mortality rate
KEN,1981,107.13,CME_MRY0T4: Under-five mortality rate
KEN,1982,104.00,CME_MRY0T4: Under-five mortality rate
KEN,1983,101.23,CME_MRY0T4: Under-five mortality rate
KEN,1984,99.06,CME_MRY0T4: Under-five mortality rate
KEN,1985,97.45,CME_MRY0T4: Under-five mortality rate
KEN,1986,96.62,CME_MRY0T4: Under-five mortality rate
KEN,1987,96.66,CME_MRY0T4: Under-five mortality rate
KEN,1988,97.62,CME_MRY0T4: Under-five mortality rate
KEN,1989,99.44,CME_MRY0T4: Under-five mortality rate
KEN,1990,101.97,CME_MRY0T4: Under-five mortality rate
KEN,1991,104.86,CME_MRY0T4: Under-five mortality rate
KEN,1992,107.63,CME_MRY0T4: Under-five mortality rate
KEN,1993,109.71,CME_MRY0T4: Under-five mortality rate
KEN,1994,110.79,CME_MRY0T4: Under-five mortality rate
KEN,1995,110.90,CME_MRY0T4: Under-five mortality rate
KEN,1996,110.03,CME_MRY0T4: Under-five mortality rate
KEN,1997,108.37,CME_MRY0T4: Under-five mortality rate
KEN,1998,105.88,CME_MRY0T4: Under-five mortality rate
KEN,1999,102.68,CME_MRY0T4: Under-five mortality rate
KEN,2000,98.82,CME_MRY0T4: Under-five mortality rate
KEN,2001,94.47,CME_MRY0T4: Under-five mortality rate
KEN,2002,89.90,CME_MRY0T4: Under-five mortality rate
KEN,2003,85.30,CME_MRY0T4: Under-five mortality rate
KEN,2004,80.79,CME_MRY0T4: Under-five mortality rate
KEN,2005,75.99,CME_MRY0T4: Under-five mortality rate
KEN,2006,71.64,CME_MRY0T4: Under-five mortality rate
KEN,2007,67.56,CME_MRY0T4: Under-five mortality rate
KEN,2008,62.70,CME_MRY0T4: Under-five mortality rate
KEN,2009,58.68,CME_MRY0T4: Under-five mortality rate
KEN,2010,56.07,CME_MRY0T4: Under-five mortality rate
KEN,2011,53.92,CME_MRY0T4: Under-five mortality rate
KEN,2012,52.23,CME_MRY0T4: Under-five mortality rate
KEN,2013,50.07,CME_MRY0T4: Under-five mortality rate
KEN,2014,48.05,CME_MRY0T4: Under-five mortality rate
KEN,2015,45.86,CME_MRY0T4: Under-five mortality rate
KEN,2016,43.84,CME_MRY0T4: Under-five mortality rate
KEN,2017,42.41,CME_MRY0T4: Under-five mortality rate
KEN,2018,40.83,CME_MRY0T4: Under-five mortality rate
KEN,2019,39.44,CME_MRY0T4: Under-five mortality rate
KEN,2020,38.57,CME_MRY0T4: Under-five mortality rate
KEN,2021,37.15,CME_MRY0T4: Under-five mortality rate
KEN,1970,53.57,DM_LIFE_EXP: Life expectancy
KEN,1971,54.26,DM_LIFE_EXP: Life expectancy
KEN,1972,55.01,DM_LIFE_EXP: Life expectancy
KEN,1973,55.68,DM_LIFE_EXP: Life expectancy
KEN,1974,55.63,DM_LIFE_EXP: Life expectancy
KEN,1975,55.83,DM_LIFE_EXP: Life expectancy
KEN,1976,55.90,DM_LIFE_EXP: Life expectancy
KEN,1977,56.49,DM_LIFE_EXP: Life expectancy
KEN,1978,56.94,DM_LIFE_EXP: Life expectancy
KEN,1979,57.72,DM_LIFE_EXP: Life expectancy
KEN,1980,58.50,DM_LIFE_EXP: Life expectancy
KEN,1981,61.17,DM_LIFE_EXP: Life expectancy
KEN,1982,60.95,DM_LIFE_EXP: Life expectancy
KEN,1983,61.01,DM_LIFE_EXP: Life expectancy
KEN,1984,60.80,DM_LIFE_EXP: Life expectancy
KEN,1985,60.58,DM_LIFE_EXP: Life expectancy
KEN,1986,60.22,DM_LIFE_EXP: Life expectancy
KEN,1987,60.04,DM_LIFE_EXP: Life expectancy
KEN,1988,59.54,DM_LIFE_EXP: Life expectancy
KEN,1989,59.04,DM_LIFE_EXP: Life expectancy
KEN,1990,58.61,DM_LIFE_EXP: Life expectancy
KEN,1991,58.01,DM_LIFE_EXP: Life expectancy
KEN,1992,57.26,DM_LIFE_EXP: Life expectancy
KEN,1993,56.62,DM_LIFE_EXP: Life expectancy
KEN,1994,56.27,DM_LIFE_EXP: Life expectancy
KEN,1995,55.62,DM_LIFE_EXP: Life expectancy
KEN,1996,55.16,DM_LIFE_EXP: Life expectancy
KEN,1997,54.82,DM_LIFE_EXP: Life expectancy
KEN,1998,54.53,DM_LIFE_EXP: Life expectancy
KEN,1999,54.49,DM_LIFE_EXP: Life expectancy
KEN,2000,54.41,DM_LIFE_EXP: Life expectancy
KEN,2001,54.51,DM_LIFE_EXP: Life expectancy
KEN,2002,54.99,DM_LIFE_EXP: Life expectancy
KEN,2003,55.60,DM_LIFE_EXP: Life expectancy
KEN,2004,56.36,DM_LIFE_EXP: Life expectancy
KEN,2005,57.34,DM_LIFE_EXP: Life expectancy
KEN,2006,58.22,DM_LIFE_EXP: Life expectancy
KEN,2007,58.87,DM_LIFE_EXP: Life expectancy
KEN,2008,59.61,DM_LIFE_EXP: Life expectancy
KEN,2009,60.36,DM_LIFE_EXP: Life expectancy
KEN,2010,60.65,DM_LIFE_EXP: Life expectancy
KEN,2011,61.05,DM_LIFE_EXP: Life expectancy
KEN,2012,61.12,DM_LIFE_EXP: Life expectancy
KEN,2013,61.39,DM_LIFE_EXP: Life expectancy
KEN,2014,61.82,DM_LIFE_EXP: Life expectancy
KEN,2015,61.89,DM_LIFE_EXP: Life expectancy
KEN,2016,62.16,DM_LIFE_EXP: Life expectancy
KEN,2017,62.48,DM_LIFE_EXP: Life expectancy
KEN,2018,62.68,DM_LIFE_EXP: Life expectancy
KEN,2019,62.94,DM_LIFE_EXP: Life expectancy
KEN,2020,62.68,DM_LIFE_EXP: Life expectancy
KEN,2021,61.43,DM_LIFE_EXP: Life expectancy
KEN,1970,11473.09,DM_POP_TOT: Total population
KEN,1971,11898.46,DM_POP_TOT: Total population
KEN,1972,12322.90,DM_POP_TOT: Total population
KEN,1973,12760.41,DM_POP_TOT: Total population
KEN,1974,13203.95,DM_POP_TOT: Total population
KEN,1975,13651.91,DM_POP_TOT: Total population
KEN,1976,14102.27,DM_POP_TOT: Total population
KEN,1977,14577.35,DM_POP_TOT: Total population
KEN,1978,15087.42,DM_POP_TOT: Total population
KEN,1979,15620.61,DM_POP_TOT: Total population
KEN,1980,16187.12,DM_POP_TOT: Total population
KEN,1981,16785.96,DM_POP_TOT: Total population
KEN,1982,17411.49,DM_POP_TOT: Total population
KEN,1983,18069.46,DM_POP_TOT: Total population
KEN,1984,18753.18,DM_POP_TOT: Total population
KEN,1985,19452.16,DM_POP_TOT: Total population
KEN,1986,20160.88,DM_POP_TOT: Total population
KEN,1987,20882.09,DM_POP_TOT: Total population
KEN,1988,21626.12,DM_POP_TOT: Total population
KEN,1989,22387.80,DM_POP_TOT: Total population
KEN,1990,23162.27,DM_POP_TOT: Total population
KEN,1991,23918.24,DM_POP_TOT: Total population
KEN,1992,24655.72,DM_POP_TOT: Total population
KEN,1993,25391.83,DM_POP_TOT: Total population
KEN,1994,26133.74,DM_POP_TOT: Total population
KEN,1995,26878.35,DM_POP_TOT: Total population
KEN,1996,27615.74,DM_POP_TOT: Total population
KEN,1997,28364.26,DM_POP_TOT: Total population
KEN,1998,29137.37,DM_POP_TOT: Total population
KEN,1999,29965.13,DM_POP_TOT: Total population
KEN,2000,30851.61,DM_POP_TOT: Total population
KEN,2001,31800.34,DM_POP_TOT: Total population
KEN,2002,32779.82,DM_POP_TOT: Total population
KEN,2003,33767.12,DM_POP_TOT: Total population
KEN,2004,34791.84,DM_POP_TOT: Total population
KEN,2005,35843.01,DM_POP_TOT: Total population
KEN,2006,36925.25,DM_POP_TOT: Total population
KEN,2007,38036.79,DM_POP_TOT: Total population
KEN,2008,39186.89,DM_POP_TOT: Total population
KEN,2009,40364.44,DM_POP_TOT: Total population
KEN,2010,41517.90,DM_POP_TOT: Total population
KEN,2011,42635.14,DM_POP_TOT: Total population
KEN,2012,43725.81,DM_POP_TOT: Total population
KEN,2013,44792.37,DM_POP_TOT: Total population
KEN,2014,45831.86,DM_POP_TOT: Total population
KEN,2015,46851.49,DM_POP_TOT: Total population
KEN,2016,47894.67,DM_POP_TOT: Total population
KEN,2017,48948.14,DM_POP_TOT: Total population
KEN,2018,49953.30,DM_POP_TOT: Total population
KEN,2019,50951.45,DM_POP_TOT: Total population
KEN,2020,51985.78,DM_POP_TOT: Total population
KEN,2021,53005.61,DM_POP_TOT: Total population
KEN,2018,5.31,ECON_GVT_EDU_EXP_PTGDP: government expenditure on education (% GDP)
KEN,2018,2.18,ECON_GVT_HLTH_EXP_PTGDP: government expenditure on health (% GDP)
KEN,2018,87.83,ED_15-24_LR: Youth literacy rate for 15-24 years
KEN,2014,79.00,ED_CR_L1: Completion rate for children of primary school age
KEN,2014,64.80,ED_CR_L2: Completion rate for adolescents of lower secondary school age
KEN,1975,13.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1976,12.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1977,12.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1978,12.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1979,12.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1980,12.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1981,11.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1982,11.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1983,11.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1984,11.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1985,11.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1986,11.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1987,10.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1988,10.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1989,10.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1990,10.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1991,10.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1992,10.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1993,10.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1994,10.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1995,9.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1996,9.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1997,9.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1998,9.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,1999,9.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2000,9.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2001,9.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2002,9.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2003,8.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2004,8.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2005,8.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2006,8.50,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2007,8.40,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2008,8.30,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2009,8.20,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2010,8.10,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2011,8.00,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2012,7.90,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2013,7.80,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2014,7.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2015,7.70,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2016,7.60,"NT_SANT_10_19_BAZ_NE2_MOD: Prevalence of thinness among children aged 10-19 years, BMI < -2 standard deviations below the median (Crude estimate)"
KEN,2019,1816.55,SPP_GDPPC: GDP per capita (current US$)
KIR,1970,140.81,CME_MRY0T4: Under-five mortality rate
KIR,1971,136.16,CME_MRY0T4: Under-five mortality rate
KIR,1972,132.19,CME_MRY0T4: Under-five mortality rate
KIR,1973,129.06,CME_MRY0T4: Under-five mortality rate
KIR,1974,126.68,CME_MRY0T4: Under-five mortality rate
KIR,1975,124.97,CME_MRY0T4: Under-five mortality rate
KIR,1976,123.67,CME_MRY0T4: Under-five mortality rate
KIR,1977,122.67,CME_MRY0T4: Under-five mortality rate
KIR,1978,121.66,CME_MRY0T4: Under-five mortality rate
KIR,1979,120.48,CME_MRY0T4: Under-five mortality rate
KIR,1980,119.03,CME_MRY0T4: Under-five mortality rate
KIR,1981,117.45,CME_MRY0T4: Under-five mortality rate
KIR,1982,115.64,CME_MRY0T4: Under-five mortality rate
KIR,1983,113.53,CME_MRY0T4: Under-five mortality rate
KIR,1984,111.19,CME_MRY0T4: Under-five mortality rate
KIR,1985,108.62,CME_MRY0T4: Under-five mortality rate
KIR,1986,105.66,CME_MRY0T4: Under-five mortality rate
KIR,1987,102.45,CME_MRY0T4: Under-five mortality rate
KIR,1988,99.01,CME_MRY0T4: Under-five mortality rate
KIR,1989,95.27,CME_MRY0T4: Under-five mortality rate
KIR,1990,91.56,CME_MRY0T4: Under-five mortality rate
KIR,1991,88.00,CME_MRY0T4: Under-five mortality rate
KIR,1992,84.73,CME_MRY0T4: Under-five mortality rate
KIR,1993,81.80,CME_MRY0T4: Under-five mortality rate
KIR,1994,79.20,CME_MRY0T4: Under-five mortality rate
KIR,1995,76.98,CME_MRY0T4: Under-five mortality rate
KIR,1996,75.02,CME_MRY0T4: Under-five mortality rate
KIR,1997,73.15,CME_MRY0T4: Under-five mortality rate
KIR,1998,71.36,CME_MRY0T4: Under-five mortality rate
KIR,1999,69.58,CME_MRY0T4: Under-five mortality rate
KIR,2000,67.87,CME_MRY0T4: Under-five mortality rate
KIR,2001,66.37,CME_MRY0T4: Under-five mortality rate
KIR,2002,65.26,CME_MRY0T4: Under-five mortality rate
KIR,2003,64.57,CME_MRY0T4: Under-five mortality rate
KIR,2004,64.32,CME_MRY0T4: Under-five mortality rate
KIR,2005,64.46,CME_MRY0T4: Under-five mortality rate
KIR,2006,64.83,CME_MRY0T4: Under-five mortality rate
KIR,2007,65.21,CME_MRY0T4: Under-five mortality rate
KIR,2008,65.40,CME_MRY0T4: Under-five mortality rate
KIR,2009,65.13,CME_MRY0T4: Under-five mortality rate
KIR,2010,64.49,CME_MRY0T4: Under-five mortality rate
KIR,2011,63.30,CME_MRY0T4: Under-five mortality rate
KIR,2012,62.08,CME_MRY0T4: Under-five mortality rate
KIR,2013,60.66,CME_MRY0T4: Under-five mortality rate
KIR,2014,59.07,CME_MRY0T4: Under-five mortality rate
KIR,2015,57.54,CME_MRY0T4: Under-five mortality rate
KIR,2016,56.09,CME_MRY0T4: Under-five mortality rate
KIR,2017,54.43,CME_MRY0T4: Under-five mortality rate
KIR,2018,52.86,CME_MRY0T4: Under-five mortality rate
KIR,2019,51.36,CME_MRY0T4: Under-five mortality rate
KIR,2020,49.80,CME_MRY0T4: Under-five mortality rate
KIR,2021,48.23,CME_MRY0T4: Under-five mortality rate
KIR,1970,54.53,DM_LIFE_EXP: Life expectancy
KIR,1971,55.10,DM_LIFE_EXP: Life expectancy
KIR,1972,55.48,DM_LIFE_EXP: Life expectancy
KIR,1973,55.97,DM_LIFE_EXP: Life expectancy
KIR,1974,56.27,DM_LIFE_EXP: Life expectancy
KIR,1975,56.47,DM_LIFE_EXP: Life expectancy
KIR,1976,56.63,DM_LIFE_EXP: Life expectancy
KIR,1977,56.03,DM_LIFE_EXP: Life expectancy
KIR,1978,56.91,DM_LIFE_EXP: Life expectancy
KIR,1979,57.08,DM_LIFE_EXP: Life expectancy
KIR,1980,57.29,DM_LIFE_EXP: Life expectancy
KIR,1981,57.50,DM_LIFE_EXP: Life expectancy
KIR,1982,57.72,DM_LIFE_EXP: Life expectancy
KIR,1983,57.98,DM_LIFE_EXP: Life expectancy
KIR,1984,58.27,DM_LIFE_EXP: Life expectancy
KIR,1985,58.59,DM_LIFE_EXP: Life expectancy
KIR,1986,58.97,DM_LIFE_EXP: Life expectancy
KIR,1987,59.41,DM_LIFE_EXP: Life expectancy
KIR,1988,59.90,DM_LIFE_EXP: Life expectancy
KIR,1989,60.41,DM_LIFE_EXP: Life expectancy
KIR,1990,60.92,DM_LIFE_EXP: Life expectancy
KIR,1991,61.42,DM_LIFE_EXP: Life expectancy
KIR,1992,61.89,DM_LIFE_EXP: Life expectancy
KIR,1993,62.32,DM_LIFE_EXP: Life expectancy
KIR,1994,62.70,DM_LIFE_EXP: Life expectancy
KIR,1995,63.01,DM_LIFE_EXP: Life expectancy
KIR,1996,63.29,DM_LIFE_EXP: Life expectancy
KIR,1997,63.58,DM_LIFE_EXP: Life expectancy
KIR,1998,63.85,DM_LIFE_EXP: Life expectancy
KIR,1999,64.14,DM_LIFE_EXP: Life expectancy
KIR,2000,64.41,DM_LIFE_EXP: Life expectancy
KIR,2001,64.66,DM_LIFE_EXP: Life expectancy
KIR,2002,64.84,DM_LIFE_EXP: Life expectancy
KIR,2003,64.95,DM_LIFE_EXP: Life expectancy
KIR,2004,64.99,DM_LIFE_EXP: Life expectancy
KIR,2005,64.97,DM_LIFE_EXP: Life expectancy
KIR,2006,64.91,DM_LIFE_EXP: Life expectancy
KIR,2007,64.84,DM_LIFE_EXP: Life expectancy
